,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,date of arrival
10799,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,112.5,1,Not_Canceled,2018-08-28
10800,2,0,1,5,Not Selected,0,Room_Type 1,85,Online,0,0,0,72.25,1,Not_Canceled,2018-03-28
10801,2,2,1,2,Not Selected,1,Room_Type 6,4,Online,0,0,0,162.0,3,Not_Canceled,2017-08-14
10802,3,0,0,3,Meal Plan 1,0,Room_Type 7,46,Online,0,0,0,243.9,1,Canceled,2018-09-20
10803,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,Corporate,0,0,0,50.0,0,Not_Canceled,2017-12-05
10804,1,0,1,1,Not Selected,0,Room_Type 1,7,Online,0,0,0,114.0,1,Not_Canceled,2017-10-05
10805,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,109.0,0,Not_Canceled,2017-09-18
10806,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,81.75,0,Not_Canceled,2018-05-15
10807,3,0,0,1,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,168.3,1,Not_Canceled,2018-07-15
10808,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,56.0,0,Not_Canceled,2018-03-01
10809,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,Canceled,2018-11-03
10810,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,206.0,1,Not_Canceled,2017-09-26
10811,2,0,1,1,Meal Plan 1,0,Room_Type 1,78,Online,0,0,0,105.3,0,Canceled,2018-07-18
10812,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,55.0,0,Not_Canceled,2017-12-03
10813,2,1,0,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,86.55,1,Not_Canceled,2018-02-27
10815,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,97.75,1,Not_Canceled,2018-08-11
10816,2,0,2,4,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,89.39,0,Not_Canceled,2018-12-03
10817,2,0,0,3,Meal Plan 1,0,Room_Type 2,56,Online,0,0,0,82.44,1,Not_Canceled,2018-12-07
10818,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,Canceled,2018-06-12
10819,3,0,0,1,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,132.3,0,Canceled,2018-06-23
10820,2,0,0,3,Meal Plan 1,0,Room_Type 4,148,Offline,0,0,0,88.12,0,Not_Canceled,2018-06-29
10821,2,1,1,4,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,98.55,1,Not_Canceled,2018-03-28
10823,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,80.0,0,Not_Canceled,2018-01-19
10824,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,79.0,1,Not_Canceled,2018-11-29
10825,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,Canceled,2018-10-12
10826,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,Offline,0,0,0,112.0,0,Not_Canceled,2018-05-05
10827,1,0,0,4,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,68.0,1,Canceled,2017-07-22
10828,2,0,0,4,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,109.65,0,Canceled,2018-05-11
10829,2,1,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,71.33,0,Not_Canceled,2017-12-31
10830,2,1,1,0,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,119.0,1,Not_Canceled,2018-04-18
10831,2,0,0,3,Meal Plan 1,0,Room_Type 2,230,Online,0,0,0,95.75,1,Canceled,2018-07-26
10832,2,0,2,1,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,80.75,0,Not_Canceled,2018-09-18
10833,3,0,1,2,Meal Plan 1,0,Room_Type 1,186,Offline,0,0,0,115.0,0,Canceled,2018-04-22
10834,2,1,2,2,Meal Plan 1,1,Room_Type 1,186,Online,0,0,0,106.25,1,Canceled,2018-08-26
10835,2,0,1,3,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,99.88,1,Not_Canceled,2018-03-31
10836,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,85.0,0,Not_Canceled,2017-10-08
10837,1,0,2,0,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,103.42353907649897,0,Not_Canceled,2017-10-04
10838,2,0,0,3,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,78.3,0,Canceled,2018-03-03
10839,2,0,1,2,Meal Plan 1,1,Room_Type 4,70,Online,0,0,0,158.4,1,Not_Canceled,2018-09-16
10840,3,0,1,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,137.0,2,Not_Canceled,2018-03-04
10841,1,0,2,5,Not Selected,0,Room_Type 1,11,Online,0,0,0,116.71,3,Not_Canceled,2017-10-23
10842,2,0,0,1,Not Selected,0,Room_Type 1,15,Online,0,0,0,89.0,1,Canceled,2018-06-23
10843,2,1,2,2,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,93.08,1,Not_Canceled,2018-06-17
10844,3,0,1,2,Meal Plan 1,1,Room_Type 4,46,Online,0,0,0,159.3,2,Not_Canceled,2018-04-29
10845,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,184.5,2,Not_Canceled,2018-08-16
10846,2,1,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,93.0,0,Not_Canceled,2018-02-27
10847,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,58.37,1,Not_Canceled,2018-01-28
10848,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,152.0,2,Not_Canceled,2018-10-05
10849,1,0,0,3,Not Selected,0,Room_Type 1,0,Online,0,0,0,111.33,1,Not_Canceled,2018-03-22
10850,2,0,1,0,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,135.9,0,Canceled,2018-08-15
10851,2,0,0,3,Not Selected,0,Room_Type 1,160,Online,0,0,0,94.5,0,Canceled,2018-07-14
10852,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115.0,1,Canceled,2018-06-24
10853,2,0,0,1,Not Selected,0,Room_Type 1,98,Online,0,0,0,85.5,1,Canceled,2018-06-23
10854,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,152.67,1,Not_Canceled,2018-06-02
10855,2,0,0,1,Not Selected,0,Room_Type 1,184,Online,0,0,0,98.1,0,Canceled,2018-10-12
10856,2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,149.0,1,Not_Canceled,2018-05-28
10857,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,98.1,0,Canceled,2018-09-26
10858,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,148.67,0,Not_Canceled,2017-09-07
10859,2,0,1,1,Meal Plan 1,0,Room_Type 1,168,Online,0,0,0,105.3,0,Canceled,2018-08-20
10860,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Corporate,1,1,0,65.0,0,Not_Canceled,2017-10-22
10861,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,81.0,0,Not_Canceled,2018-02-19
10862,2,1,2,1,Meal Plan 2,0,Room_Type 1,35,Online,0,0,0,171.45,0,Canceled,2018-08-28
10863,2,1,1,2,Meal Plan 1,0,Room_Type 4,187,Online,0,0,0,122.8,2,Canceled,2018-07-18
10864,2,0,0,1,Not Selected,0,Room_Type 1,32,Online,0,0,0,109.0,2,Not_Canceled,2018-10-29
10865,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,65.0,1,Not_Canceled,2018-08-02
10866,2,0,1,3,Not Selected,0,Room_Type 1,49,Online,0,0,0,108.0,0,Canceled,2018-10-03
10867,2,0,1,1,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,71.46,1,Not_Canceled,2018-03-12
10868,2,0,2,2,Meal Plan 1,0,Room_Type 7,17,Online,0,0,0,238.15,2,Not_Canceled,2018-09-17
10869,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,71.1,2,Not_Canceled,2018-11-02
10870,1,0,2,2,Meal Plan 1,0,Room_Type 1,16,Offline,0,0,0,43.0,0,Not_Canceled,2018-01-31
10871,2,1,1,1,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,119.0,2,Canceled,2018-07-11
10872,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,107.95,1,Not_Canceled,2018-08-08
10873,2,0,0,4,Not Selected,0,Room_Type 1,112,Online,0,0,0,112.5,1,Not_Canceled,2018-08-09
10874,2,0,0,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,119.0,1,Not_Canceled,2018-04-13
10875,2,0,0,1,Not Selected,0,Room_Type 1,252,Online,0,0,0,95.4,2,Canceled,2018-09-16
10876,1,2,2,5,Meal Plan 1,0,Room_Type 6,30,Online,0,0,0,186.22,1,Canceled,2018-11-02
10877,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,85.0,0,Not_Canceled,2017-09-29
10878,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,66.98,0,Not_Canceled,2017-11-26
10879,1,0,1,3,Meal Plan 1,0,Room_Type 4,68,Offline,0,0,0,60.0,1,Not_Canceled,2017-11-30
10880,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,Offline,0,0,0,110.0,0,Canceled,2018-04-17
10881,2,0,0,4,Meal Plan 1,0,Room_Type 1,145,Online,0,0,0,99.45,0,Not_Canceled,2018-05-03
10882,1,0,2,5,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,74.8,1,Canceled,2018-11-29
10883,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,131.0,1,Not_Canceled,2018-04-22
10884,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,60.0,0,Canceled,2018-02-28
10885,2,0,1,5,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,100.38,2,Not_Canceled,2018-11-22
10886,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,130.0,0,Not_Canceled,2018-05-17
10887,1,0,2,1,Meal Plan 1,0,Room_Type 1,20,Corporate,0,0,0,65.0,0,Not_Canceled,2017-10-11
10888,2,0,2,0,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,105.0,2,Not_Canceled,2018-11-13
10889,3,0,2,5,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,128.29,1,Canceled,2018-02-12
10890,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,1,11,5,75.0,0,Not_Canceled,2018-01-15
10891,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,115.0,0,Canceled,2018-04-19
10892,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,Canceled,2018-06-17
10893,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,Offline,0,0,0,55.8,1,Not_Canceled,2017-12-11
10894,2,1,0,1,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,152.1,1,Not_Canceled,2018-08-09
10895,2,0,1,3,Meal Plan 1,0,Room_Type 1,290,Online,0,0,0,73.95,0,Canceled,2018-12-01
10896,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,70.0,0,Not_Canceled,2018-12-27
10897,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,122.0,2,Not_Canceled,2017-08-17
10898,1,0,0,1,Meal Plan 1,0,Room_Type 1,49,Corporate,0,0,0,65.0,0,Not_Canceled,2017-09-22
10899,2,0,1,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,110.46,1,Not_Canceled,2018-08-22
10900,2,0,0,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,94.5,2,Not_Canceled,2017-10-06
10901,2,0,1,5,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,65.67,1,Not_Canceled,2018-04-11
10902,2,0,0,3,Meal Plan 1,0,Room_Type 2,57,Online,0,0,0,82.44,1,Not_Canceled,2018-12-08
10903,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,90.07,1,Not_Canceled,2018-11-10
10904,1,0,0,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,75.0,1,Not_Canceled,2018-01-21
10905,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,105.3,1,Not_Canceled,2018-07-26
10906,2,0,1,3,Meal Plan 1,0,Room_Type 1,266,Online,0,0,0,73.95,0,Canceled,2018-12-26
10907,2,0,0,1,Not Selected,0,Room_Type 1,106,Online,0,0,0,94.5,0,Canceled,2018-07-15
10908,2,0,1,4,Meal Plan 1,0,Room_Type 1,30,Offline,0,0,0,60.0,0,Not_Canceled,2018-01-06
10909,2,0,0,2,Not Selected,0,Room_Type 1,131,Online,0,0,0,76.23,2,Not_Canceled,2018-08-05
10910,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,Not_Canceled,2018-02-17
10911,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,65.0,0,Not_Canceled,2017-10-28
10912,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,80.0,0,Not_Canceled,2017-09-18
10913,3,0,1,1,Meal Plan 1,0,Room_Type 1,196,Online,0,0,0,128.7,0,Canceled,2018-08-06
10914,2,1,0,3,Meal Plan 2,0,Room_Type 1,87,Online,0,0,0,185.85,2,Not_Canceled,2018-06-02
10915,2,0,0,0,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,103.42353907649897,1,Not_Canceled,2017-10-08
10916,3,0,1,2,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,158.53,2,Not_Canceled,2018-06-10
10917,2,0,0,4,Meal Plan 1,1,Room_Type 1,156,Online,0,0,0,114.83,1,Canceled,2018-07-05
10918,2,0,0,1,Not Selected,0,Room_Type 1,52,Online,0,0,0,88.0,1,Not_Canceled,2018-11-05
10919,2,0,2,1,Meal Plan 1,0,Room_Type 1,71,Online,0,0,0,89.25,2,Not_Canceled,2017-10-24
10920,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,Offline,0,0,0,78.0,0,Canceled,2018-08-19
10921,2,0,0,3,Not Selected,0,Room_Type 1,15,Online,0,0,0,109.0,0,Canceled,2018-05-31
10922,2,0,2,1,Meal Plan 1,0,Room_Type 7,10,Offline,0,0,0,52.0,0,Not_Canceled,2017-12-27
10923,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14
10924,2,1,2,1,Meal Plan 1,0,Room_Type 6,16,Online,0,0,0,165.0,3,Not_Canceled,2017-09-05
10925,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,68.0,0,Not_Canceled,2018-11-27
10926,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,88.0,1,Not_Canceled,2018-12-15
10927,2,1,0,1,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,109.0,0,Not_Canceled,2018-03-18
10928,2,0,1,3,Meal Plan 1,0,Room_Type 2,134,Online,0,0,0,114.96,1,Not_Canceled,2018-06-02
10929,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,0,64.0,0,Not_Canceled,2018-01-25
10930,2,0,0,1,Meal Plan 2,0,Room_Type 1,170,Offline,0,0,0,96.9,2,Not_Canceled,2017-09-12
10931,2,0,0,2,Meal Plan 1,0,Room_Type 1,74,Offline,0,0,0,75.0,0,Not_Canceled,2018-12-02
10932,2,0,0,3,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,126.0,0,Canceled,2018-07-19
10933,2,0,0,3,Not Selected,0,Room_Type 1,29,Online,0,0,0,102.0,1,Not_Canceled,2018-04-14
10934,1,0,1,3,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,68.0,0,Canceled,2017-07-02
10935,2,0,1,3,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,104.85,1,Not_Canceled,2018-10-31
10936,2,0,1,2,Meal Plan 1,0,Room_Type 4,74,Online,0,0,0,102.6,1,Not_Canceled,2018-12-26
10937,2,0,2,2,Not Selected,0,Room_Type 1,199,Online,0,0,0,74.8,1,Canceled,2018-12-23
10938,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,105.9,2,Not_Canceled,2017-10-16
10939,2,0,1,3,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,106.2,2,Canceled,2018-05-02
10940,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,Canceled,2018-10-14
10941,2,0,1,1,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,93.6,1,Not_Canceled,2018-11-19
10942,2,0,2,4,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,73.2,1,Not_Canceled,2018-01-27
10943,2,0,0,5,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,91.8,2,Not_Canceled,2018-11-01
10944,2,0,1,3,Meal Plan 1,0,Room_Type 1,135,Online,0,0,0,119.85,2,Not_Canceled,2018-06-16
10945,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,Offline,0,0,0,75.0,0,Not_Canceled,2018-04-24
10946,2,0,2,3,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,149.4,1,Not_Canceled,2018-09-15
10947,2,0,0,3,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,102.9,1,Not_Canceled,2017-12-03
10948,2,0,1,2,Not Selected,0,Room_Type 1,6,Online,0,0,0,114.0,1,Not_Canceled,2017-09-21
10949,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,Not_Canceled,2018-10-13
10950,1,0,2,5,Meal Plan 1,0,Room_Type 1,102,Online,0,0,0,99.9,0,Canceled,2018-07-23
10951,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,70.0,0,Canceled,2017-10-16
10952,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,149.0,0,Not_Canceled,2018-09-02
10953,1,0,0,1,Not Selected,0,Room_Type 1,0,Offline,0,0,0,84.0,0,Not_Canceled,2018-04-05
10954,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,109.0,0,Canceled,2018-06-06
10955,2,0,1,1,Meal Plan 2,0,Room_Type 1,117,Online,0,0,0,127.8,1,Canceled,2018-12-24
10956,2,0,0,3,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,85.0,1,Not_Canceled,2018-10-25
10957,2,0,2,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,93.5,2,Not_Canceled,2018-03-20
10958,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,136.0,0,Not_Canceled,2017-10-09
10959,2,0,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,0,0,0,90.0,1,Not_Canceled,2018-10-13
10960,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,Not_Canceled,2018-10-13
10961,2,0,1,0,Not Selected,0,Room_Type 1,45,Online,0,0,0,126.0,2,Not_Canceled,2018-10-17
10962,1,0,2,2,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,66.5,0,Not_Canceled,2018-10-16
10963,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,Canceled,2018-06-12
10964,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,120.0,0,Canceled,2018-10-11
10965,2,0,0,3,Meal Plan 2,0,Room_Type 1,81,Online,0,0,0,85.68,0,Not_Canceled,2018-03-16
10966,2,0,2,5,Not Selected,0,Room_Type 1,154,Offline,0,0,0,63.75,0,Not_Canceled,2018-08-11
10967,2,0,2,5,Meal Plan 1,0,Room_Type 4,113,Online,0,0,0,137.21,2,Not_Canceled,2018-05-16
10968,2,1,2,2,Meal Plan 1,0,Room_Type 5,33,Offline,0,0,0,150.57,0,Not_Canceled,2018-08-13
10969,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110.0,0,Canceled,2018-07-06
10970,1,0,1,3,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,95.0,0,Not_Canceled,2017-10-12
10971,2,0,1,3,Meal Plan 1,0,Room_Type 1,266,Online,0,0,0,73.95,0,Canceled,2018-12-26
10972,2,0,1,2,Not Selected,0,Room_Type 1,85,Online,0,0,0,76.5,1,Not_Canceled,2018-03-28
10973,2,0,2,2,Meal Plan 1,0,Room_Type 1,112,Online,0,0,0,52.85,1,Not_Canceled,2017-12-04
10974,2,0,1,3,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,62.32,3,Not_Canceled,2018-02-04
10975,1,0,0,4,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,80.75,2,Not_Canceled,2018-11-16
10976,1,0,2,1,Meal Plan 1,0,Room_Type 1,79,Online,0,0,0,112.5,1,Not_Canceled,2018-08-13
10977,2,0,0,2,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,135.9,2,Not_Canceled,2018-09-07
10978,2,0,2,0,Not Selected,0,Room_Type 1,196,Online,0,0,0,116.1,0,Canceled,2018-09-11
10979,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Complementary,0,0,0,103.42353907649897,0,Not_Canceled,2017-08-19
10980,2,0,2,3,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,135.9,1,Not_Canceled,2018-09-10
10981,2,0,0,4,Not Selected,0,Room_Type 1,4,Online,0,0,0,127.0,2,Not_Canceled,2018-06-29
10982,2,0,2,2,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,135.9,2,Not_Canceled,2018-08-14
10983,1,0,0,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,103.42353907649897,0,Not_Canceled,2018-10-14
10984,2,0,0,3,Meal Plan 1,0,Room_Type 1,197,Online,0,0,0,106.2,2,Canceled,2018-04-12
10985,2,0,2,2,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,90.95,1,Not_Canceled,2018-07-17
10986,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,65.0,1,Not_Canceled,2018-05-20
10987,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,96.0,1,Not_Canceled,2018-01-07
10988,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24
10989,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,87.0,1,Not_Canceled,2017-11-01
10990,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,130.0,0,Not_Canceled,2018-05-17
10991,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,95.0,0,Canceled,2018-06-23
10992,2,0,0,4,Meal Plan 1,0,Room_Type 2,53,Online,0,0,0,77.86,2,Not_Canceled,2018-11-29
10993,2,0,2,3,Meal Plan 1,0,Room_Type 1,198,Offline,0,0,0,72.25,0,Not_Canceled,2018-08-25
10994,2,0,0,2,Not Selected,0,Room_Type 1,39,Online,0,0,0,116.1,0,Canceled,2018-05-12
10995,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,93.6,0,Not_Canceled,2018-11-25
10996,1,0,2,1,Not Selected,0,Room_Type 1,32,Online,0,0,0,65.14,1,Not_Canceled,2018-06-12
10997,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,Offline,0,0,0,72.25,0,Not_Canceled,2018-07-15
10998,2,0,0,2,Meal Plan 1,0,Room_Type 4,44,Online,0,0,0,140.4,1,Not_Canceled,2018-05-18
10999,3,0,2,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,121.55,0,Canceled,2018-07-07
11000,1,0,0,3,Not Selected,0,Room_Type 1,15,Online,0,0,0,109.0,1,Not_Canceled,2018-05-31
11001,2,0,2,3,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,119.85,0,Canceled,2018-05-21
11002,1,0,1,0,Meal Plan 1,0,Room_Type 1,10,Corporate,0,0,0,65.0,0,Not_Canceled,2017-10-18
11003,2,0,0,4,Meal Plan 2,0,Room_Type 1,323,Offline,0,0,0,112.0,1,Canceled,2018-05-17
11004,2,0,0,3,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,116.27,2,Not_Canceled,2018-06-30
11005,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,Online,0,0,0,103.42353907649897,0,Not_Canceled,2017-12-10
11006,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95.0,0,Canceled,2018-09-30
11007,2,0,1,0,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,155.0,1,Not_Canceled,2018-05-01
11008,2,1,1,0,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,112.0,2,Not_Canceled,2018-08-28
11009,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,Canceled,2018-06-15
11010,2,0,1,5,Meal Plan 1,0,Room_Type 1,70,Offline,0,0,0,85.0,1,Not_Canceled,2018-07-11
11011,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,Offline,0,0,0,130.0,0,Canceled,2018-03-25
11012,2,0,2,1,Meal Plan 2,0,Room_Type 1,57,Online,0,0,0,141.3,1,Canceled,2018-10-29
11013,2,0,1,2,Meal Plan 1,1,Room_Type 1,65,Online,0,0,0,96.3,0,Not_Canceled,2018-03-28
11014,2,0,1,5,Meal Plan 1,0,Room_Type 4,126,Online,0,0,0,111.35,1,Not_Canceled,2018-05-09
11015,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,Offline,0,0,0,76.67,0,Not_Canceled,2017-09-04
11016,1,1,2,2,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,82.18,0,Canceled,2018-08-26
11017,1,0,1,0,Meal Plan 1,1,Room_Type 1,4,Corporate,1,0,1,67.0,1,Not_Canceled,2018-10-03
11018,3,0,1,1,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,186.0,2,Not_Canceled,2018-05-02
11019,2,0,0,4,Not Selected,0,Room_Type 1,17,Online,0,0,0,140.0,1,Not_Canceled,2018-10-19
11020,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,120.0,0,Canceled,2018-06-12
11021,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,97.0,0,Not_Canceled,2018-06-23
11022,1,0,2,5,Meal Plan 1,0,Room_Type 1,243,Online,0,0,0,89.17,0,Canceled,2018-09-04
11023,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14
11024,2,0,0,1,Not Selected,0,Room_Type 1,50,Online,0,0,0,99.0,0,Canceled,2018-09-02
11026,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110.0,0,Canceled,2018-07-06
11027,2,0,1,3,Not Selected,0,Room_Type 1,107,Online,0,0,0,118.8,1,Canceled,2018-09-05
11028,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90.0,0,Canceled,2018-10-16
